provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;102;1;1;28102001_1_38;2020;7;1;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;2;V;1;V
28;102;1;6;28102001_6_48;2020;7;1;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;102;1;7;28102001_7_8;2020;7;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2020;7;1;10;V;9;V;8;V;6;V;6;V;6;V;7;V;6;V;6;V;5;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;5;V;7;V;8;V;9;V
28;102;1;10;28102001_10_49;2020;7;1;32;V;26;V;25;V;25;V;25;V;27;V;26;V;20;V;21;V;20;V;23;V;18;V;12;V;12;V;8;V;14;V;9;V;6;V;12;V;14;V;15;V;14;V;14;V;15;V
28;102;1;12;28102001_12_8;2020;7;1;12;V;11;V;10;V;8;V;8;V;8;V;9;V;8;V;8;V;7;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;7;V;9;V;10;V;11;V
28;102;1;14;28102001_14_6;2020;7;1;83;V;78;V;72;V;75;V;75;V;71;V;72;V;78;V;92;V;104;V;106;V;98;V;88;V;87;V;89;V;85;V;89;V;95;V;90;V;84;V;82;V;73;V;70;V;70;V
28;120;1;7;28120001_7_8;2020;7;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2020;7;1;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V
28;120;1;9;28120001_9_49;2020;7;1;8;V;9;V;8;V;7;V;7;V;9;V;10;V;8;V;7;V;7;V;6;V;6;V;8;V;8;V;9;V;6;V;6;V;4;V;2;V;2;V;1;V;1;V;3;V;4;V
28;120;1;10;28120001_10_49;2020;7;1;15;V;16;V;12;V;13;V;15;V;15;V;16;V;11;V;9;V;12;V;10;V;16;V;17;V;15;V;12;V;10;V;8;V;7;V;7;V;7;V;7;V;8;V;9;V;10;V
28;120;1;12;28120001_12_8;2020;7;1;4;V;4;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V
28;120;1;14;28120001_14_6;2020;7;1;97;V;93;V;92;V;94;V;100;V;85;V;73;V;84;V;91;V;96;V;98;V;95;V;92;V;94;V;95;V;95;V;92;V;93;V;90;V;83;V;78;V;76;V;75;V;69;V
28;123;2;7;28123002_7_8;2020;7;1;1;V;1;V;1;V;2;V;1;V;2;V;4;V;6;V;3;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V
